date,temperature,humidity,luminosity
2019-11-27 16:21:36.900,23.9,33.0,59
2019-11-27 16:21:39.178,23.9,33.0,59
2019-11-27 16:21:41.450,23.9,33.0,58
2019-11-27 16:21:43.728,23.9,33.0,53
2019-11-27 16:21:46.005,23.9,33.0,55
2019-11-27 16:21:48.277,23.9,33.0,54
2019-11-27 16:21:50.554,23.9,33.0,52
2019-11-27 16:21:52.833,23.9,33.0,50
2019-11-27 16:21:55.106,23.9,33.0,49
2019-11-27 16:21:57.382,23.9,33.0,58
2019-11-27 16:21:59.660,23.9,33.0,51
2019-11-27 16:22:01.933,23.9,33.0,55
2019-11-27 16:22:04.211,23.9,33.0,58
2019-11-27 16:22:06.488,23.9,33.0,59
2019-11-27 16:22:08.761,23.9,33.0,59
2019-11-27 16:22:11.039,23.9,33.1,57
2019-11-27 16:22:13.315,23.9,33.1,54
2019-11-27 16:22:15.589,23.9,33.1,55
2019-11-27 16:22:17.866,23.9,33.1,58
2019-11-27 16:22:20.144,23.9,33.1,57
2019-11-27 16:22:22.416,23.9,33.1,59
2019-11-27 16:22:24.694,23.9,33.1,53
2019-11-27 16:22:26.971,23.9,33.1,55
2019-11-27 16:22:29.245,23.9,33.1,59
2019-11-27 16:22:31.521,23.9,33.1,58
2019-11-27 16:22:33.798,23.9,33.1,57
2019-11-27 16:22:36.076,23.9,33.1,57
2019-11-27 16:22:38.348,23.9,33.1,58
2019-11-27 16:22:40.625,23.9,33.1,58
2019-11-27 16:22:42.904,23.9,33.1,57
2019-11-27 16:22:45.177,23.9,33.1,57
2019-11-27 16:22:47.452,23.9,33.1,57
2019-11-27 16:22:49.731,23.9,33.1,57
2019-11-27 16:22:52.004,23.9,33.1,57
2019-11-27 16:22:54.281,23.9,33.1,57
2019-11-27 16:22:56.559,23.9,33.1,56
2019-11-27 16:22:58.832,23.9,33.1,57
2019-11-27 16:23:01.110,23.9,33.1,57
2019-11-27 16:23:03.385,23.9,33.1,57
2019-11-27 16:23:05.660,23.9,33.1,57
2019-11-27 16:23:07.936,23.9,33.1,56
2019-11-27 16:23:10.213,23.9,33.2,58
2019-11-27 16:23:12.487,23.9,33.2,57
2019-11-27 16:23:14.764,23.9,33.1,56
2019-11-27 16:23:17.041,23.9,33.1,58
2019-11-27 16:23:19.320,23.9,33.1,58
2019-11-27 16:23:21.592,23.9,33.0,57
2019-11-27 16:23:23.869,23.9,33.0,58
2019-11-27 16:23:26.147,23.9,33.0,56
2019-11-27 16:23:28.421,23.9,33.0,59
2019-11-27 16:23:30.697,23.9,32.9,58
2019-11-27 16:23:32.972,23.9,32.9,58
2019-11-27 16:23:35.248,23.9,32.9,58
2019-11-27 16:23:37.525,23.9,32.9,58
2019-11-27 16:23:39.799,23.9,32.8,57
2019-11-27 16:23:42.076,23.9,32.8,57
2019-11-27 16:23:44.353,23.9,32.8,57
2019-11-27 16:23:46.627,23.8,32.7,59
2019-11-27 16:23:48.903,23.8,32.7,57
2019-11-27 16:23:51.181,23.8,32.7,60
2019-11-27 16:23:53.455,23.8,32.7,57
2019-11-27 16:23:55.732,23.8,32.7,57
2019-11-27 16:23:58.008,23.8,32.8,57
2019-11-27 16:24:00.282,23.8,32.9,57
2019-11-27 16:24:02.559,23.8,32.9,55
2019-11-27 16:24:04.836,23.9,33.0,55
2019-11-27 16:24:07.110,23.8,33.0,55
2019-11-27 16:24:09.387,23.8,33.0,56
2019-11-27 16:24:11.664,23.8,33.1,56
2019-11-27 16:24:13.937,23.8,33.0,56
2019-11-27 16:24:16.214,23.8,33.0,55
2019-11-27 16:24:18.491,23.8,33.0,53
2019-11-27 16:24:20.766,23.9,33.1,50
2019-11-27 16:24:23.043,23.8,33.0,54
2019-11-27 16:24:25.319,23.8,33.0,53
2019-11-27 16:24:27.594,23.8,33.0,53
2019-11-27 16:24:29.870,23.8,33.0,53
2019-11-27 16:24:32.142,23.8,33.1,53
2019-11-27 16:24:34.420,23.8,33.1,54
2019-11-27 16:24:36.697,23.8,33.1,53
2019-11-27 16:24:38.970,23.8,33.1,55
2019-11-27 16:24:41.248,23.8,33.1,55
2019-11-27 16:24:43.525,23.8,33.2,53
2019-11-27 16:24:45.798,23.8,33.2,53
2019-11-27 16:24:48.075,23.8,33.2,53
2019-11-27 16:24:50.352,23.8,33.3,54
2019-11-27 16:24:52.626,23.8,33.3,53
2019-11-27 16:24:54.902,23.8,33.3,54
2019-11-27 16:24:57.181,23.8,33.4,53
2019-11-27 16:24:59.453,23.8,33.4,53
2019-11-27 16:25:01.731,23.8,33.4,57
2019-11-27 16:25:04.007,23.8,33.4,56
2019-11-27 16:25:06.282,23.8,33.4,57
2019-11-27 16:25:08.558,23.8,33.4,52
2019-11-27 16:25:10.835,23.8,33.3,53
2019-11-27 16:25:13.108,23.8,33.3,53
2019-11-27 16:25:15.386,23.8,33.3,59
2019-11-27 16:25:17.664,23.8,33.2,59
2019-11-27 16:25:19.937,23.8,33.2,56
2019-11-27 16:25:22.213,23.8,33.2,58
2019-11-27 16:25:24.490,23.8,33.2,58
2019-11-27 16:25:26.764,23.8,33.2,58
2019-11-27 16:25:29.042,23.8,33.1,58
2019-11-27 16:25:31.319,23.8,33.1,59
2019-11-27 16:25:33.593,23.8,33.1,58
2019-11-27 16:25:35.869,23.8,33.1,59
2019-11-27 16:25:38.147,23.8,33.0,57
2019-11-27 16:25:40.420,23.8,33.0,56
2019-11-27 16:25:42.697,23.8,33.0,56
2019-11-27 16:25:44.974,23.8,33.0,59
2019-11-27 16:25:47.247,23.8,32.9,58
2019-11-27 16:25:49.526,23.8,32.9,57
2019-11-27 16:25:51.802,23.8,32.9,57
2019-11-27 16:25:54.075,23.8,32.8,56
2019-11-27 16:25:56.352,23.8,32.8,57
2019-11-27 16:25:58.630,23.8,32.8,56
2019-11-27 16:26:00.903,23.8,32.8,56
2019-11-27 16:26:03.181,23.8,32.8,55
2019-11-27 16:26:05.454,23.8,32.9,55
2019-11-27 16:26:07.731,23.8,32.9,55
2019-11-27 16:26:10.009,23.8,33.0,55
2019-11-27 16:26:12.282,23.8,33.0,55
2019-11-27 16:26:14.558,23.8,33.0,55
2019-11-27 16:26:16.835,23.8,33.1,55
